Stop_ID_Num,SERVICE_PERIOD,MAIN_CROSS_STREET,ROUTES_SERVED,AVG_BOARDINGS,AVG_ALIGHTINGS,AVG_ACTIVITY,Stop_ID_clean,stop_code_clean,stop_name,stop_lat,stop_lon,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,objectid,Geographic ID,State FIPS,County FIPS,Census Tract,Total Population,Total Population for Income,Total Civilian Population,Total Households,Total Families,Total Over 5 Population,Total Over 75 Population,People of Color Population,Single-Parent Family Population,Limited English Proficiency Population,Low-Income Population,Disabled Population,Rent-Burdened Population,Zero-Vehicle Household Population,Percent Over 75,Percent People of Color,Percent Single-Parent Family,Percent Limited English Proficiency,Percent Low-Income,Percent Disabled,Percent Rent-Burdened,Percent Zero-Vehicle Household,Over 75 Reg Mean Plus Half SD,People of Color Reg Mean Plus Half SD,Single-Parent Family Reg Mean Plus Half SD,Limited English Proficiency Reg Mean Plus Half SD,Low-Income Reg Mean Plus Half SD,Disabled Reg Mean Plus Half SD,Rent-Burdened Reg Mean Plus Half SD,Zero-Vehicle Household Reg Mean Plus Half SD,PBA 2035 Equity Priority Community,PBA 2040 Equity Priority Community,PBA 2050 Equity Priority Community,Change PBA 2040 to 2050,Equity Priority Community Class,Shape__Area,Shape__Length,Route,Cluster,Underserved_Score,Cluster_Label
63786.0,Weekday,SENTER + UMBARGER,73,36.742674031335014,17.768119286114647,54.510793317449675,63786,63786,Senter & Umbarger,37.302243,-121.842099,POINT (-121.842099 37.302243),293,06,085,503213,1400000US06085503213,06085503213,5032.13,CT,1099444,0,2675,6085503213,6,85,503213,4911,4904,4911,1270,1110,4619,210,4564,276,1376,1958,564,155,100,0.0427611484422724,0.929342292812055,0.248648648648649,0.297899978350292,0.399265905383361,0.11484422724496,0.122047244094488,0.078740157480315,0,1,1,1,1,0,0,0,1,1,1,0,Higher,0.0001106919166886,0.0602274125401514,73,1,0.6160524983563073,Cluster 1
63788.0,Weekday,SENTER + BALTIC,73,35.89295993394291,36.98002345521696,72.87298338915987,63788,63788,Senter & Baltic,37.305669,-121.845216,POINT (-121.845216 37.305669),293,06,085,503213,1400000US06085503213,06085503213,5032.13,CT,1099444,0,2675,6085503213,6,85,503213,4911,4904,4911,1270,1110,4619,210,4564,276,1376,1958,564,155,100,0.0427611484422724,0.929342292812055,0.248648648648649,0.297899978350292,0.399265905383361,0.11484422724496,0.122047244094488,0.078740157480315,0,1,1,1,1,0,0,0,1,1,1,0,Higher,0.0001106919166886,0.0602274125401514,73,1,0.6160524983563073,Cluster 1
63789.0,Weekday,SENTER + QUINN (TULLY),73,83.52117279864956,49.02543656463938,132.54660936328895,63789,63789,Senter & Tully,37.308983,-121.848488,POINT (-121.848488 37.308983),216,06,085,503122,1400000US06085503122,06085503122,5031.22,CT,3645298,0,2667,6085503122,6,85,503122,3144,3144,3144,1154,667,2925,100,2953,203,658,1707,409,315,266,0.0318066157760814,0.939249363867684,0.304347826086957,0.224957264957265,0.54293893129771,0.130089058524173,0.272963604852686,0.23050259965338,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.0003716881878972,0.0874412704932931,73,1,0.6160524983563073,Cluster 1
63790.0,Weekday,SENTER + BURKE,73,35.376994445183286,9.71828658957142,45.09528103475471,63790,63790,Senter & Burke,37.311929,-121.851618,POINT (-121.851618 37.311929),216,06,085,503122,1400000US06085503122,06085503122,5031.22,CT,3645298,0,2667,6085503122,6,85,503122,3144,3144,3144,1154,667,2925,100,2953,203,658,1707,409,315,266,0.0318066157760814,0.939249363867684,0.304347826086957,0.224957264957265,0.54293893129771,0.130089058524173,0.272963604852686,0.23050259965338,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.0003716881878972,0.0874412704932931,73,1,0.6160524983563073,Cluster 1
63792.0,Weekday,SENTER + NEEDLES,73,126.20703488118346,53.132690898712575,179.33972577989607,63792,63792,Senter & Needles,37.315839,-121.855927,POINT (-121.855927 37.315839),216,06,085,503122,1400000US06085503122,06085503122,5031.22,CT,3645298,0,2667,6085503122,6,85,503122,3144,3144,3144,1154,667,2925,100,2953,203,658,1707,409,315,266,0.0318066157760814,0.939249363867684,0.304347826086957,0.224957264957265,0.54293893129771,0.130089058524173,0.272963604852686,0.23050259965338,0,1,1,1,1,1,1,1,1,1,1,0,Highest,0.0003716881878972,0.0874412704932931,73,1,0.6160524983563073,Cluster 1
63793.0,Weekday,SENTER + PHELAN,73,20.56640242282659,7.090641311732639,27.657043734559227,63793,63793,Senter & Phelan,37.318945,-121.859024,POINT (-121.859024 37.318945),235,06,085,503105,1400000US06085503105,06085503105,5031.05,CT,1759365,0,2656,6085503105,6,85,503105,2529,2502,2529,795,568,2402,220,2356,122,878,987,402,206,93,0.0869909054962436,0.931593515223408,0.214788732394366,0.365528726061615,0.394484412470024,0.158956109134045,0.259119496855346,0.116981132075472,1,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000177780038939,0.0615568741508296,73,1,0.6160524983563073,Cluster 1
63794.0,Weekday,SENTER + ALMA,73,6.305339629410838,9.409848132603551,15.715187762014393,63794,63794,Senter & Alma,37.321991,-121.861976,POINT (-121.861976 37.321991),235,06,085,503105,1400000US06085503105,06085503105,5031.05,CT,1759365,0,2656,6085503105,6,85,503105,2529,2502,2529,795,568,2402,220,2356,122,878,987,402,206,93,0.0869909054962436,0.931593515223408,0.214788732394366,0.365528726061615,0.394484412470024,0.158956109134045,0.259119496855346,0.116981132075472,1,1,1,1,1,1,1,0,1,1,1,0,Higher,0.000177780038939,0.0615568741508296,73,1,0.6160524983563073,Cluster 1
63797.0,Weekday,11TH + MARTHA,73,31.980471248737505,15.50325507395941,47.483726322696896,63797,63797,11th & Martha,37.327437,-121.869638,POINT (-121.869638 37.327437),160,06,085,503112,1400000US06085503112,06085503112,5031.12,CT,1136976,0,2660,6085503112,6,85,503112,4092,4075,4092,1471,793,3848,169,3503,193,699,1673,436,280,175,0.0413000977517107,0.856060606060606,0.243379571248424,0.181652806652807,0.410552147239264,0.106549364613881,0.190346702923182,0.118966689326988,0,1,1,1,1,0,1,0,1,1,1,0,Higher,0.0001155217119048,0.0452727921470082,73,1,0.6160524983563073,Cluster 1
63798.0,Weekday,11TH + MARGARET,73,36.66369679512097,12.524455175887063,49.188151971008004,63798,63798,11th & Margaret,37.330523,-121.871984,POINT (-121.871984 37.330523),151,06,085,501600,1400000US06085501600,06085501600,5016,CT,1218086,0,2625,6085501600,6,85,501600,7597,7536,7597,2446,1032,7289,134,5496,330,634,3715,477,740,302,0.0176385415295511,0.723443464525471,0.319767441860465,0.086980381396625,0.492967091295117,0.0627879426089246,0.302534750613246,0.12346688470973,0,1,1,0,1,0,1,0,1,1,1,0,High,0.0001221170405187,0.0490823083682333,73,1,0.6160524983563073,Cluster 1
63800.0,Weekday,10TH + SAN ANTONIO,73,46.90090024354732,20.7337721102427,67.63467235378998,63800,63800,10th & San Antonio,37.337152,-121.878477,POINT (-121.878477 37.337152),220,06,085,500901,1400000US06085500901,06085500901,5009.01,CT,720813,0,2614,6085500901,6,85,500901,4239,4239,4239,2125,619,4164,172,2993,114,244,1732,224,446,538,0.0405756074545883,0.706062750648738,0.184168012924071,0.058597502401537,0.408586930879925,0.0528426515687662,0.209882352941176,0.253176470588235,0,1,1,0,1,0,1,1,1,1,1,0,High,7.32018920643895e-05,0.0400677124465831,73,1,0.6160524983563073,Cluster 1
